423	423	134	85
424	424	123	74
425	425	28	12
426	426	181	163
427	427	546	438
428	428	322	222
429	429	11	11
430	430	232	210
431	431	196	145
432	432	84	75
433	433	1	1
434	434	232	199
435	435	79	55
436	436	167	149
437	437	607	401
438	438	117	98
439	439	27	26
440	440	7	7
441	441	35	24
442	442	14	7
443	443	242	187
444	444	499	399
445	445	913	622
446	446	38	22
447	447	16	15
448	448	88	78
449	449	164	116
450	450	37	32
451	451	3	3
452	452	1	1
453	453	1	1
454	454	118	92
455	455	429	290
456	456	60	54
457	457	10	9
458	458	87	66
459	459	494	401
460	460	109	102
461	461	299	228
462	462	66	63
463	463	140	86
464	464	46	38
465	465	96	65
466	466	5	3
467	467	321	244
468	468	2	1
469	469	23	21
470	470	125	117
471	471	2794	1298
472	472	164	138
473	473	6	5
474	474	1	1
475	475	9	8
476	476	91	78
477	477	1009	719
478	478	388	303
479	479	372	259
480	480	131	91
481	481	149	128
482	482	163	68
483	483	189	163
484	484	218	183
485	485	10	9
486	486	23	20
487	487	149	108
488	488	7	7
489	489	289	187
490	490	82	64
491	491	24	18
492	492	107	95
493	493	424	231
494	494	2	2
495	495	150	136
496	496	92	63
497	497	5	5
498	498	5	5
499	499	8	8
500	500	66	44
501	501	1	1
502	502	252	220
503	503	273	189
504	504	743	462
505	505	189	168
506	506	175	138
507	507	4	4
508	508	64	42
509	509	286	191
510	510	113	92
511	511	683	503
512	512	357	223
513	513	3	3
514	514	154	123
515	515	1	1
516	516	114	103
517	517	31	28
518	518	305	239
519	519	27	24
520	520	458	344
521	521	413	269
522	522	192	154
523	523	35	33
524	524	146	116
525	525	372	313
526	526	177	150
527	527	2	2
528	528	238	150
529	529	142	122
530	530	299	165
531	531	347	270
532	532	410	336
533	533	100	82
534	534	351	270
535	535	65	60
536	536	28	23
537	537	138	115
538	538	38	35
539	539	636	343
540	540	70	57
541	541	36	36
542	542	513	409
543	543	82	76
544	544	29	25
545	545	499	353
546	546	663	458
547	547	407	279
548	548	79	76
549	549	46	39
550	550	293	150
551	551	18	15
552	552	141	124
553	553	106	89
554	554	20	20
555	555	294	244
556	556	93	88
557	557	233	204
558	558	175	111
559	559	9	6
560	560	14	13
561	561	297	266
562	562	33	31
563	563	416	338
564	564	37	17
565	565	36	36
566	566	112	102
567	567	1	1
568	568	174	124
569	569	59	56
570	570	55	52
571	571	208	167
572	572	2129	1135
573	573	698	485
574	574	15	15
575	575	592	442
576	576	203	178
577	577	239	132
578	578	257	175
579	579	1318	879
580	580	149	111
581	581	140	61
582	582	41	37
583	583	2	2
584	584	2390	958
585	585	606	466
586	586	2	2
587	587	153	128
588	588	213	189
589	589	177	114
590	590	22	18
591	591	34	28
592	592	244	218
593	593	350	276
594	594	55	34
595	595	165	146
596	596	46	43
597	597	14	12
598	598	389	296
599	599	406	314
600	600	26	23
601	601	27	25
602	602	3	3
603	603	462	337
604	604	683	439
605	605	264	179
606	606	589	473
607	607	125	95
608	608	288	252
609	609	1745	765
610	610	8	6
611	611	609	294
612	612	111	97
613	613	1	1
614	614	368	242
615	615	305	182
616	616	85	69
617	617	45	40
618	618	184	141
619	619	455	333
620	620	10	9
621	621	12	11
622	622	772	541
623	623	133	106
624	624	290	150
625	625	45	31
626	626	19	19
627	627	1272	537
628	628	744	356
629	629	1245	598
630	630	313	190
631	631	89	44
632	632	73	59
633	633	319	202
634	634	2248	1099
635	635	1217	743
636	636	642	494
637	637	635	366
638	638	630	331
639	639	47	38
640	640	1	1
641	641	363	237
642	642	149	98
643	643	12	9
644	644	295	249
645	645	528	421
646	646	394	123
647	647	137	128
648	648	30	23
649	649	1	1
650	650	20	19
651	651	632	250
652	652	60	53
653	653	1	1
654	654	2	1
655	655	84	72
656	656	3	3
657	657	814	465
658	658	508	188
659	659	178	131
660	660	11	10
661	661	47	41
662	662	1	1
663	663	186	161
664	664	1	1
665	665	256	230
666	666	129	101
667	667	270	230
668	668	482	368
669	669	553	410
670	670	152	106
671	671	26	21
672	672	361	248
673	673	235	155
674	674	495	348
675	675	614	345
676	676	702	570
677	677	140	120
678	678	186	128
679	679	171	136
680	680	55	49
681	681	83	78
682	682	49	43
683	683	56	45
684	684	165	114
685	685	492	386
686	686	57	48
687	687	19	12
688	688	81	79
689	689	26	26
690	690	67	61
691	691	138	120
692	692	404	313
693	693	48	43
694	694	24	19
695	695	301	255
696	696	141	87
697	697	491	383
698	698	28	26
699	699	10	6
700	700	2	2
701	701	107	92
702	702	9	8
703	703	532	441
704	704	407	269
705	705	819	435
706	706	2544	974
707	707	22	17
708	708	1	1
709	709	483	202
710	710	1481	920
711	711	376	233
712	712	660	426
713	713	521	356
714	714	65	43
715	715	573	315
716	716	199	118
717	717	534	293
718	718	74	59
719	719	4	4
720	720	5	4
721	721	370	305
722	722	153	129
723	723	207	106
724	724	10	9
725	725	99	54
726	726	16	14
727	727	39	36
728	728	88	66
729	729	547	321
730	730	227	167
731	731	3	3
732	732	271	202
733	733	427	383
734	734	305	266
735	735	10	10
736	736	216	196
737	737	576	419
738	738	7	6
739	739	1680	574
740	740	177	149
741	741	130	120
742	742	349	260
743	743	159	76
744	744	168	60
745	745	187	170
746	746	1693	506
747	747	255	197
748	748	26	13
749	749	23	23
750	750	1393	678
751	751	34	24
752	752	271	241
753	753	270	218
754	754	206	156
755	755	273	217
756	756	173	136
757	757	67	46
758	758	70	64
759	759	1	1
760	760	234	128
761	761	288	232
762	762	194	121
763	763	4	4
764	764	161	120
765	765	54	44
766	766	20	20
767	767	714	456
768	768	845	603
769	769	165	142
770	770	268	164
771	771	613	372
772	772	125	90
773	773	86	60
774	774	785	306
775	775	47	44
776	776	12	12
777	777	7	5
778	778	10	10
779	779	69	26
780	780	66	61
781	781	22	22
782	782	609	398
783	783	64	61
784	784	5	5
785	785	1222	706
786	786	493	407
787	787	6	5
788	788	16	7
789	789	8	5
790	790	223	180
791	791	319	177
792	792	167	142
793	793	688	485
794	794	426	290
795	795	1	1
796	796	134	98
797	797	6	6
798	798	1	1
799	799	9	9
800	800	36	33
801	801	664	515
802	802	284	192
803	803	2	2
804	804	587	401
805	805	95	58
806	806	64	63
807	807	304	250
808	808	23	15
809	809	7	7
810	810	9	8
811	811	189	107
812	812	6	6
813	813	149	91
814	814	501	324
815	815	839	554
816	816	393	255
817	817	37	33
818	818	933	463
819	819	228	161
820	820	82	79
821	821	541	269
822	822	227	140
823	823	62	57
824	824	1	1
825	825	5	5
826	826	61	42
827	827	1	1
828	828	27	24
829	829	97	74
830	830	56	50
831	831	3	3
832	832	1127	802
833	833	136	117
834	834	1	1
835	835	469	391
836	836	92	81
837	837	163	141
838	838	5	5
839	839	2	2
840	840	200	167
841	841	411	335
842	842	7	7
843	843	1	1
844	844	218	140
845	845	770	338
846	846	116	64
847	847	146	114
848	848	94	78
849	849	85	57
850	850	7	6
851	851	476	379
852	852	434	247
853	853	17	17
854	854	64	56
855	855	53	47
856	856	72	51
857	857	1083	735
858	858	537	387
859	859	63	58
860	860	183	102
861	861	38	37
862	862	231	153
863	863	192	161
864	864	121	94
865	865	240	199
866	866	7	7
867	867	178	145
868	868	19	13
869	869	345	276
870	870	496	386
871	871	206	150
872	872	1	1
873	873	13	12
874	874	25	22
875	875	1619	1029
876	876	8	7
877	877	383	303
878	878	538	414
879	879	431	340
880	880	8	8
881	881	119	98
882	882	188	122
883	883	15	8
884	884	9	8
885	885	335	174
886	886	358	263
887	887	934	576
888	888	215	101
889	889	638	234
890	890	404	251
891	891	74	71
892	892	229	171
893	893	449	312
894	894	18	13
895	895	6	6
896	896	224	143
897	897	74	71
898	898	16	16
899	899	3	3
900	900	7	7
901	901	35	25
902	902	208	180
903	903	178	124
904	904	206	143
905	905	1	1
906	906	1	1
907	907	117	89
908	908	33	30
909	909	3	3
910	910	76	45
911	911	6	4
912	912	67	45
913	913	120	104
914	914	1	1
915	915	218	174
916	916	9	6
917	917	1	1
918	918	2	2
919	919	43	35
920	920	28	22
921	921	99	48
922	922	14	14
923	923	4	4
924	924	448	373
925	925	130	95
926	926	296	239
927	927	335	197
928	928	175	128
929	929	369	278
930	930	3	3
931	931	1	1
932	932	166	151
933	933	430	221
934	934	60	46
935	935	83	51
936	936	9	9
937	937	4	4
938	938	252	180
939	939	256	233
940	940	107	64
941	941	461	373
942	942	3	3
943	943	1	1
944	944	16	14
945	945	131	80
946	946	1	1
947	947	3	2
948	948	518	297
949	949	32	15
950	950	3	3
951	951	29	18
952	952	3	2
953	953	1	1
954	954	1	1
955	955	169	147
956	956	49	41
957	957	23	15
958	958	70	54
959	959	76	63
960	960	25	20
961	961	1	1
962	962	29	24
963	963	34	33
964	964	3	3
965	965	13	10
966	966	12	11
967	967	38	22
968	968	85	70
969	969	289	241
970	970	12	6
971	971	52	38
972	972	1	1
973	973	215	142
974	974	1	1
975	975	276	214
976	976	21	16
977	977	14	14
978	978	71	57
979	979	80	69
980	980	1	1
981	981	105	75
982	982	1	1
983	983	178	80
984	984	29	27
985	985	56	33
986	986	4	3
987	987	41	36
988	988	266	236
989	989	122	60
990	990	230	139
991	991	97	71
992	992	175	51
993	993	14	13
994	994	1	1
995	995	135	112
996	996	22	6
997	997	4	4
998	998	277	96
999	999	141	100
1000	1000	3	3
1001	1001	58	38
1002	1002	1	1
1003	1003	66	51
1004	1004	4	2
1005	1005	41	17
1006	1006	25	23
1007	1007	595	463
1008	1008	7	7
1009	1009	1	1
1010	1010	1297	674
1011	1011	3	2
1012	1012	16	16
1013	1013	68	65
1014	1014	1	1
1015	1015	69	61
1016	1016	1022	603
1017	1017	1	1
1018	1018	186	152
1019	1019	13	8
1020	1020	23	19
1021	1021	183	107
1022	1022	123	91
1023	1023	20	10
1024	1024	101	64
1025	1025	37	31
1026	1026	260	216
1027	1027	28	17
1028	1028	4	4
1029	1029	51	27
1030	1030	59	28
1031	1031	1	1
1032	1032	215	170
1033	1033	1409	480
1034	1034	109	97
1035	1035	387	253
1036	1036	79	44
1037	1037	2	2
1038	1038	5	3
1039	1039	125	105
1040	1040	320	245
1041	1041	347	285
1042	1042	1	1
1043	1043	181	158
1044	1044	239	169
1045	1045	1	1
1046	1046	41	36
1047	1047	23	23
1048	1048	105	88
1049	1049	132	82
1050	1050	1	1
1051	1051	98	39
1052	1052	1	1
1053	1053	54	29
1054	1054	3	3
1055	1055	27	21
1056	1056	108	66
1057	1057	7	4
1058	1058	34	8
1059	1059	203	155
1060	1060	1	1
1061	1061	70	59
1062	1062	27	24
1063	1063	2	2
1064	1064	18	17
1065	1065	6	4
1066	1066	143	82
1067	1067	105	71
1068	1068	231	187
1069	1069	14	13
1070	1070	13	12
1071	1071	45	42
1072	1072	44	34
1073	1073	24	20
1074	1074	30	25
1075	1075	33	31
1076	1076	1	1
1077	1077	420	261
1078	1078	1	1
1079	1079	93	84
1080	1080	87	85
1081	1081	11	11
1082	1082	1	1
1083	1083	10	10
1084	1084	213	149
1085	1085	21	19
1086	1086	144	120
1087	1087	22	18
1088	1088	210	180
1089	1089	95	83
1090	1090	213	173
1091	1091	253	179
1092	1092	494	366
1093	1093	116	86
1094	1094	191	113
1095	1095	2	2
1096	1096	5	5
1097	1097	214	162
1098	1098	7	6
1099	1099	457	310
1100	1100	382	251
1101	1101	70	57
1102	1102	22	19
1103	1103	79	70
1104	1104	94	88
1105	1105	505	412
1106	1106	371	203
1107	1107	657	461
1108	1108	184	147
1109	1109	270	184
1110	1110	534	384
1111	1111	42	38
1112	1112	720	513
1113	1113	830	604
1114	1114	5	4
1115	1115	170	105
1116	1116	17	15
1117	1117	561	308
1118	1118	9	5
1119	1119	153	131
1120	1120	1	1
1121	1121	301	198
1122	1122	583	430
1123	1123	24	23
1124	1124	294	222
1125	1125	3	3
1126	1126	83	56
1127	1127	177	146
1128	1128	1	1
1129	1129	14	14
1130	1130	8	7
1131	1131	2	1
1132	1132	442	357
1133	1133	1421	389
1134	1134	907	364
1135	1135	16	9
1136	1136	173	103
1137	1137	92	64
1138	1138	70	57
1139	1139	314	178
1140	1140	70	59
1141	1141	20	17
1142	1142	167	125
1143	1143	324	265
1144	1144	19	17
1145	1145	69	32
1146	1146	386	299
1147	1147	101	56
1148	1148	1504	859
1149	1149	289	236
1150	1150	672	414
1151	1151	12	11
1152	1152	58	45
1153	1153	50	31
1154	1154	8	8
1155	1155	8	6
1156	1156	9	9
1157	1157	724	481
1158	1158	126	103
1159	1159	312	241
1160	1160	2	2
1161	1161	138	119
1162	1162	429	332
1163	1163	56	43
1164	1164	196	182
1165	1165	204	177
1166	1166	27	22
1167	1167	6	6
1168	1168	323	178
1169	1169	514	311
1170	1170	2	2
1171	1171	21	20
1172	1172	16	14
1173	1173	159	132
1174	1174	20	18
1175	1175	22	16
1176	1176	10	8
1177	1177	2	2
1178	1178	3	2
1179	1179	74	63
1180	1180	13	6
1181	1181	1	1
1182	1182	393	314
1183	1183	33	29
1184	1184	2	1
1185	1185	161	102
1186	1186	587	321
1187	1187	94	80
1188	1188	13	13
1189	1189	3	3
1190	1190	741	500
1191	1191	408	180
1192	1192	173	54
1193	1193	230	125
1194	1194	7	7
1195	1195	1505	890
1196	1196	5	5
1197	1197	55	52
1198	1198	1	1
1199	1199	289	145
1200	1200	21	18
1201	1201	23	13
1202	1202	198	107
1203	1203	13	8
1204	1204	31	25
1205	1205	71	34
1206	1206	95	68
1207	1207	229	131
1208	1208	592	406
1209	1209	10	10
1210	1210	282	254
1211	1211	8	6
1212	1212	33	23
1213	1213	207	85
1214	1214	279	185
1215	1215	6	5
1216	1216	26	18
1217	1217	82	76
1218	1218	35	30
1219	1219	96	66
1220	1220	53	23
1221	1221	7	5
1222	1222	44	24
1223	1223	174	140
1224	1224	123	101
1225	1225	12	2
1226	1226	12	2
1227	1227	45	41
1228	1228	5	3
1229	1229	638	470
1230	1230	54	51
1231	1231	26	21
1232	1232	58	50
1233	1233	43	36
1234	1234	48	41
1235	1235	2	2
1236	1236	29	16
1237	1237	287	148
1238	1238	5	5
1239	1239	19	14
1240	1240	177	150
1241	1241	268	212
1242	1242	85	78
1243	1243	28	26
1244	1244	376	235
1245	1245	154	111
1246	1246	790	469
1247	1247	18	14
1248	1248	13	10
1249	1249	5	3
1250	1250	2	1
1251	1251	336	225
1252	1252	3	3
1253	1253	6	3
1254	1254	17	17
1255	1255	2	2
1256	1256	22	20
1257	1257	3	2
1258	1258	29	26
1259	1259	148	86
1260	1260	267	222
1261	1261	248	122
1262	1262	87	73
1263	1263	101	96
1264	1264	939	645
1265	1265	373	215
1266	1266	350	301
1267	1267	766	550
1268	1268	73	67
1269	1269	233	203
1270	1270	2	2
1271	1271	2	2
1272	1272	69	42
1273	1273	47	43
1274	1274	21	14
1275	1275	67	51
1276	1276	67	60
1277	1277	66	58
1278	1278	116	102
1279	1279	3	2
1280	1280	133	95
1281	1281	1274	885
1282	1282	104	68
1283	1283	167	116
1284	1284	343	297
1285	1285	602	412
1286	1286	234	217
1287	1287	14	14
1288	1288	497	330
1289	1289	134	86
1290	1290	283	235
1291	1291	148	109
1292	1292	1	1
1293	1293	31	20
1294	1294	395	324
1295	1295	228	173
1296	1296	569	472
1297	1297	242	194
1298	1298	3	2
1299	1299	192	90
1300	1300	45	41
1301	1301	168	99
1302	1302	4	4
1303	1303	109	95
1304	1304	120	114
1305	1305	521	310
1306	1306	1	1
1307	1307	36	23
1308	1308	85	64
1309	1309	405	259
1310	1310	42	22
1311	1311	45	41
1312	1312	92	79
1313	1313	45	35
1314	1314	34	30
1315	1315	253	192
1316	1316	668	441
1317	1317	1	1
1318	1318	30	19
1319	1319	142	112
1320	1320	81	64
1321	1321	5	3
1322	1322	15	2
1323	1323	150	134
1324	1324	110	70
1325	1325	39	38
1326	1326	17	14
1327	1327	43	32
1328	1328	132	81
1329	1329	2	2
1330	1330	140	100
1331	1331	27	17
1332	1332	20	9
1333	1333	28	21
1334	1334	205	113
1335	1335	204	174
1336	1336	705	324
1337	1337	4	4
1338	1338	54	49
1339	1339	4	3
1340	1340	201	136
1341	1341	7	6
1342	1342	64	33
1343	1343	2	2
1344	1344	23	23
1345	1345	144	122
1346	1346	234	165
1347	1347	221	204
1348	1348	141	105
1349	1349	365	293
1350	1350	3	3
1351	1351	70	57
1352	1352	5	4
1353	1353	1	1
1354	1354	21	16
1355	1355	24	22
1356	1356	48	45
1357	1357	3	2
1358	1358	59	57
1359	1359	116	63
1360	1360	5	2
1361	1361	2	2
1362	1362	3	1
1363	1363	3	3
1364	1364	331	284
1365	1365	658	448
1366	1366	77	71
1367	1367	11	10
1368	1368	7	3
1369	1369	52	37
1370	1370	153	56
1371	1371	7	7
1372	1372	4	4
1373	1373	3	1
1374	1374	35	34
1375	1375	1	1
1376	1376	23	21
1377	1377	165	130
1378	1378	19	14
1379	1379	378	310
1380	1380	434	250
1381	1381	400	310
1382	1382	138	100
1383	1383	57	35
1384	1384	168	95
1385	1385	216	145
1386	1386	230	151
1387	1387	55	21
1388	1388	49	45
1389	1389	139	127
1390	1390	72	64
1391	1391	58	34
1392	1392	93	73
1393	1393	35	11
1394	1394	2	1
1395	1395	198	136
1396	1396	36	27
1397	1397	724	480
1398	1398	78	54
1399	1399	27	23
1400	1400	52	33
1401	1401	210	156
1402	1402	15	13
1403	1403	73	63
1404	1404	292	168
1405	1405	283	156
1406	1406	1	1
1407	1407	234	181
1408	1408	3	3
1409	1409	156	137
1410	1410	99	35
1411	1411	335	288
1412	1412	65	40
1413	1413	62	52
1414	1414	26	22
1415	1415	16	7
1416	1416	517	189
1417	1417	706	514
1418	1418	15	10
1419	1419	216	144
1420	1420	185	130
1421	1421	283	179
1422	1422	12	11
1423	1423	8	5
1424	1424	10	10
1425	1425	327	247
1426	1426	21	19
1427	1427	33	32
1428	1428	210	171
1429	1429	24	23
1430	1430	56	53
1431	1431	493	285
1432	1432	8	8
1433	1433	145	103
1434	1434	39	29
1435	1435	47	43
1436	1436	1	1
1437	1437	16	13
1438	1438	119	51
1439	1439	3	3
1440	1440	1	1
1441	1441	315	198
1442	1442	741	374
1443	1443	45	44
1444	1444	77	30
1445	1445	238	201
1446	1446	94	86
1447	1447	261	214
1448	1448	310	167
1449	1449	96	92
1450	1450	46	38
1451	1451	41	34
1452	1452	53	43
1453	1453	443	171
1454	1454	382	279
1455	1455	8	8
1456	1456	18	8
1457	1457	124	47
1458	1458	32	29
1459	1459	73	16
1460	1460	11	10
1461	1461	3	3
1462	1462	142	67
1463	1463	28	27
1464	1464	57	15
1465	1465	46	15
1466	1466	400	102
1467	1467	330	171
1468	1468	6	6
1469	1469	27	25
1470	1470	89	62
1471	1471	124	111
1472	1472	234	199
1473	1473	19	16
1474	1474	204	133
1475	1475	140	104
1476	1476	3	3
1477	1477	65	62
1478	1478	345	245
1479	1479	466	315
1480	1480	231	195
1481	1481	189	131
1482	1482	435	131
1483	1483	463	324
1484	1484	401	265
1485	1485	3	3
1486	1486	16	12
1487	1487	9	9
1488	1488	3	3
1489	1489	236	199
1490	1490	504	422
1491	1491	5	5
1492	1492	893	509
1493	1493	77	72
1494	1494	224	126
1495	1495	18	18
1496	1496	88	79
1497	1497	5	5
1498	1498	177	157
1499	1499	37	9
1500	1500	418	223
1501	1501	12	4
1502	1502	484	339
1503	1503	244	86
1504	1504	139	116
1505	1505	394	265
1506	1506	188	123
1507	1507	97	79
1508	1508	369	130
1509	1509	93	68
1510	1510	31	30
1511	1511	4	4
1512	1512	639	272
1513	1513	303	260
1514	1514	21	7
1515	1515	35	23
1516	1516	16	10
1517	1517	59	43
1518	1518	607	360
1519	1519	71	52
1520	1520	160	119
1521	1521	121	107
1522	1522	40	35
1523	1523	19	8
1524	1524	66	54
1525	1525	87	57
1526	1526	167	141
1527	1527	260	210
1528	1528	217	85
1529	1529	616	494
1530	1530	1	1
1531	1531	37	27
1532	1532	1	1
1533	1533	1	1
1534	1534	18	13
1535	1535	67	54
1536	1536	164	105
1537	1537	66	43
1538	1538	365	137
1539	1539	135	92
1540	1540	4	4
1541	1541	148	92
1542	1542	29	27
1543	1543	88	54
1544	1544	22	16
1545	1545	221	180
1546	1546	30	21
1547	1547	636	286
1548	1548	6	4
1549	1549	158	100
1550	1550	51	27
1551	1551	204	179
1552	1552	95	87
1553	1553	4	3
1554	1554	190	151
1555	1555	322	261
1556	1556	379	239
1557	1557	2	2
1558	1558	565	376
1559	1559	502	336
1560	1560	94	78
1561	1561	153	116
1562	1562	41	33
1563	1563	6	5
1564	1564	22	5
1565	1565	25	6
1566	1566	89	82
1567	1567	31	27
1568	1568	133	124
1569	1569	43	30
1570	1570	282	55
1571	1571	155	91
1572	1572	27	17
1573	1573	188	137
1574	1574	153	130
1575	1575	31	29
1576	1576	499	262
1577	1577	1492	929
1578	1578	16	12
1579	1579	10	10
1580	1580	25	10
1581	1581	121	67
1582	1582	589	425
1583	1583	234	189
1584	1584	370	222
1585	1585	446	219
1586	1586	307	253
1587	1587	57	53
1588	1588	273	216
1589	1589	405	286
1590	1590	52	38
1591	1591	116	16
1592	1592	540	161
1593	1593	164	148
